image_path,label,label_code,label_name,label_id,full_path
c0_safe_driving/img_38377.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_38377.jpg
c0_safe_driving/img_37346.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_37346.jpg
c0_safe_driving/img_70108.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_70108.jpg
c0_safe_driving/img_67176.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_67176.jpg
c0_safe_driving/img_40944.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_40944.jpg
c0_safe_driving/img_4399.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_4399.jpg
c0_safe_driving/img_42283.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_42283.jpg
c0_safe_driving/img_20192.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_20192.jpg
c0_safe_driving/img_63882.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_63882.jpg
c0_safe_driving/img_42578.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_42578.jpg
c0_safe_driving/img_24471.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_24471.jpg
c0_safe_driving/img_84384.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_84384.jpg
c0_safe_driving/img_47131.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_47131.jpg
c0_safe_driving/img_5929.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_5929.jpg
c0_safe_driving/img_34092.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_34092.jpg
c0_safe_driving/img_54753.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_54753.jpg
c0_safe_driving/img_20498.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_20498.jpg
c0_safe_driving/img_47295.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_47295.jpg
c0_safe_driving/img_92314.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_92314.jpg
c0_safe_driving/img_1355.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_1355.jpg
c0_safe_driving/img_35189.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_35189.jpg
c0_safe_driving/img_81588.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_81588.jpg
c0_safe_driving/img_77606.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_77606.jpg
c0_safe_driving/img_83251.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_83251.jpg
c0_safe_driving/img_90333.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_90333.jpg
c0_safe_driving/img_12279.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_12279.jpg
c0_safe_driving/img_102025.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_102025.jpg
c0_safe_driving/img_54712.jpg,c0_safe_driving,c0,safe_driving,0,/content/drive/MyDrive/driver-distraction-detection/data/raw/c0_safe_driving/img_54712.jpg
